predio,comuna,latitud,longitud,score,nivel
PARCELA 2 COLONIA TOLTEN LOTE A,TOLTEN,-39.031348,-73.019122,100.0,CRÍTICO
SANTA RITA LOTE A,TOLTEN,-39.260713,-73.098146,56.0,ALTO
PENEHUE,TEODORO SCHMIDT,-38.995601,-73.025678,100.0,CRÍTICO
HIJUELA 42 SANTA CELIA,CARAHUE,-38.583833,-73.196683,100.0,CRÍTICO
EL MACHETE,TOLTEN,-39.067307,-73.104159,100.0,CRÍTICO
SANTA JUANA,TEODORO SCHMIDT,-38.900878,-73.076993,100.0,CRÍTICO
LAS MARAVILLAS LOTE A,CARAHUE,-38.755785,-73.222449,100.0,CRÍTICO
EL NOGAL I Y OTRO,LUMACO,-38.397796,-73.085578,100.0,CRÍTICO
SAN MIGUEL,CARAHUE,-38.532507,-73.43777,100.0,CRÍTICO
EL ALMA LOTE A,CARAHUE,-38.772656,-73.205288,100.0,CRÍTICO
LOS CHUPONES Y OTROS,TOLTEN,-39.084144,-73.023525,100.0,CRÍTICO
PORVENIR V,CARAHUE,-38.869879,-73.117743,100.0,CRÍTICO
CATRIPULLI LOTE A,CARAHUE,-38.817988,-73.119325,100.0,CRÍTICO
EL CANELO,CARAHUE,-38.880632,-73.115808,100.0,CRÍTICO
EL PERAL I,TOLTEN,-39.274028,-73.069566,64.0,ALTO
SAN PATRICIO,TOLTEN,-39.217356,-72.88084,52.0,ALTO
LAS DOS ANITAS B,CARAHUE,-38.524024,-73.466477,100.0,CRÍTICO
EL ULMO Y OTROS,TEODORO SCHMIDT,-38.923747,-73.118636,100.0,CRÍTICO
EL JARDIN DE LAS DAMAS,NUEVA IMPERIAL,-38.633102,-73.095407,100.0,CRÍTICO
EL LAUREL LOTE B,CARAHUE,-38.816434,-73.117334,100.0,CRÍTICO
BUTACO,CARAHUE,-38.748478,-73.230756,100.0,CRÍTICO
LOS ARROYOS,TEODORO SCHMIDT,-38.948842,-73.067044,100.0,CRÍTICO
EL BALDE LOTE A,CARAHUE,-38.566874,-73.174181,100.0,CRÍTICO
LA PENA,LUMACO,-38.42409,-73.133763,100.0,CRÍTICO
PAILACOYAN II Y OTROS,CARAHUE,-38.787202,-73.215369,100.0,CRÍTICO
HUELVA,CARAHUE,-38.660398,-73.171868,100.0,CRÍTICO
EL BALDE LOTE B1,CARAHUE,-38.572907,-73.168797,100.0,CRÍTICO
LOTE 5 MOLCO ALTO,NUEVA IMPERIAL,-38.884256,-73.062867,100.0,CRÍTICO
EL PILAR,TEODORO SCHMIDT,-38.900402,-73.13366,100.0,CRÍTICO
PARCELA 17 TOLTEN,TOLTEN,-39.078586,-73.019524,100.0,CRÍTICO
CHANCO II,CARAHUE,-38.518346,-73.382416,100.0,CRÍTICO
PARCELA 19 PANCUL,CARAHUE,-38.767993,-73.097331,100.0,CRÍTICO
PARCELA 50 SAN JORGE,TOLTEN,-39.271563,-72.910726,38.0,MEDIO
HIJUELA 3 LAS HUELLAS,TOLTEN,-39.232351,-73.049448,72.0,ALTO
LAS OCHO,CARAHUE,-38.585131,-73.200624,100.0,CRÍTICO
MIRAFLORES C,NUEVA IMPERIAL,-38.886608,-73.055783,100.0,CRÍTICO
DON HERNAN Y CAMPO LINDO,NUEVA IMPERIAL,-38.886815,-73.044092,100.0,CRÍTICO
EL CARMEN Y OTRO,TEODORO SCHMIDT,-38.917575,-73.116976,100.0,CRÍTICO
SAN HUMBERTO I,TOLTEN,-39.087756,-73.033646,100.0,CRÍTICO
SAN AGUSTIN,TOLTEN,-39.285457,-73.005851,64.0,ALTO
SAN FERNANDO A Y B,TOLTEN,-39.087316,-72.997739,100.0,CRÍTICO
EL PORVENIR,TOLTEN,-39.080753,-73.102015,100.0,CRÍTICO
HIJUELA 120 EL PERAL,CARAHUE,-38.588607,-73.248405,100.0,CRÍTICO
SANTA LUISA Y OTRO,TOLTEN,-39.091151,-73.095454,100.0,CRÍTICO
LA HERENCIA Y BUENAVISTA,CARAHUE,-38.872602,-73.110078,100.0,CRÍTICO
LOS REYES,TOLTEN,-39.072572,-72.992491,100.0,CRÍTICO
COLICO LOTE 4,CARAHUE,-38.654788,-73.167373,100.0,CRÍTICO
STA. LAURA LOTE B-1,TEODORO SCHMIDT,-38.900113,-73.054467,100.0,CRÍTICO
LA PANDERETA II,TOLTEN,-39.145559,-72.959628,78.0,CRÍTICO
HIJUELA 1 SANTA CELIA Y OTROS,CARAHUE,-38.641796,-73.191982,100.0,CRÍTICO
PARCELA 13 LOS CORRALES,CARAHUE,-38.639208,-73.145219,100.0,CRÍTICO
LA CRUZ,CARAHUE,-38.863458,-73.128969,100.0,CRÍTICO
SAN ROQUE II,TOLTEN,-39.135977,-73.00426,92.0,CRÍTICO
SANTA LEONOR II,TOLTEN,-39.10426,-73.103297,100.0,CRÍTICO
QUILMER II,TEODORO SCHMIDT,-38.965799,-73.1912,96.0,CRÍTICO
QUILMER III,TEODORO SCHMIDT,-38.962414,-73.193483,96.0,CRÍTICO
LAS QUEMAS I,TOLTEN,-39.137358,-72.986777,78.0,CRÍTICO
HIJUELA 31 LAS QUEMAS,TOLTEN,-39.130906,-72.99501,92.0,CRÍTICO
SANTA JUANA III,TEODORO SCHMIDT,-38.90013,-73.084954,100.0,CRÍTICO
BELLAVISTA,TEODORO SCHMIDT,-38.952907,-73.138615,100.0,CRÍTICO
PENEHUE III,TEODORO SCHMIDT,-39.00641,-73.03204,100.0,CRÍTICO
SAN RAMON II,TOLTEN,-39.239426,-72.891362,46.0,MEDIO
HIJUELA I QUILMER,TEODORO SCHMIDT,-38.967002,-73.195479,96.0,CRÍTICO
LA IGLESIA I,NUEVA IMPERIAL,-38.895467,-73.087574,100.0,CRÍTICO
LA IGLESIA II,TEODORO SCHMIDT,-38.902732,-73.088075,100.0,CRÍTICO
SAN GUILLERMO IV,CARAHUE,-38.493395,-73.06216,100.0,CRÍTICO
LAS VERTIENTES III ABC,TEODORO SCHMIDT,-38.947521,-72.996114,100.0,CRÍTICO
LOTE 6 MOLCO B Y OTRO,NUEVA IMPERIAL,-38.857729,-73.069475,100.0,CRÍTICO
POZO DE ORO PC-20,TRAIGUEN,-38.142717,-72.733101,100.0,CRÍTICO
RUCADIUCA LOTE A,CARAHUE,-38.688647,-73.228998,100.0,CRÍTICO
EL CARMEN IV Y V,TOLTEN,-39.193281,-73.002025,68.0,ALTO
PARCELA 13 LAS QUEMAS,TOLTEN,-39.122568,-72.984349,96.0,CRÍTICO
EL ALBA,LUMACO,-38.41324,-73.086509,100.0,CRÍTICO
SAN FRANCISCO V,TOLTEN,-39.249063,-72.894663,46.0,MEDIO
PARCELA 18 CORRALES L.B,CARAHUE,-38.653565,-73.139145,100.0,CRÍTICO
SANTA JUANA LOTE 3,TEODORO SCHMIDT,-38.901985,-73.069406,100.0,CRÍTICO
MIRAFLORES,NUEVA IMPERIAL,-38.889175,-73.057985,100.0,CRÍTICO
PENEHUE,TEODORO SCHMIDT,-39.003076,-73.037109,100.0,CRÍTICO
PILMAIQUENCO I,CARAHUE,-38.571291,-73.33819,100.0,CRÍTICO
SAN JUAN DE QUILMER,TEODORO SCHMIDT,-38.969348,-73.159358,100.0,CRÍTICO
LOS CORRALES PARCELA 18,CARAHUE,-38.655975,-73.138126,100.0,CRÍTICO
SIETE GANCHOS B,TIRUA,-38.456576,-73.474553,100.0,CRÍTICO
LOMAS DE PEÑEHUE,TEODORO SCHMIDT,-39.013684,-73.001905,100.0,CRÍTICO
SANTA ELOISA Y OTROS,TEODORO SCHMIDT,-38.990637,-73.045784,100.0,CRÍTICO
PUMALAL III,TOLTEN,-39.044786,-73.028564,100.0,CRÍTICO
SAN ROQUE,TOLTEN,-39.146024,-73.000477,78.0,CRÍTICO
COIHUECO II,TEODORO SCHMIDT,-38.92954,-73.131575,100.0,CRÍTICO
LOTE 4 PENEHUE,TEODORO SCHMIDT,-39.007554,-73.025615,100.0,CRÍTICO
MAHUIDA,TOLTEN,-39.234791,-73.040133,72.0,ALTO
LICANCULLIN V,TOLTEN,-39.231174,-72.920946,56.0,ALTO
PARCELA 22 LOS CORRALES,CARAHUE,-38.624676,-73.115977,100.0,CRÍTICO
HIJUELA BOLDO,TOLTEN,-39.175011,-73.013405,68.0,ALTO
BETHEL Y OTROS,TOLTEN,-39.232745,-72.866011,50.0,ALTO
VISTA HERMOSA,TOLTEN,-39.114211,-73.016646,100.0,CRÍTICO
AGUAMAQUI Y OTROS,CARAHUE,-38.460352,-73.097829,100.0,CRÍTICO
EL REGALO Y OTRO,TOLTEN,-39.266557,-72.987794,64.0,ALTO
JAPON,NUEVA IMPERIAL,-38.557643,-73.065469,100.0,CRÍTICO
SAN RAMON,TOLTEN,-39.243699,-72.886072,38.0,MEDIO
SAN GUILLERMO I Y II,CARAHUE,-38.49931,-73.076222,100.0,CRÍTICO
EL MANZANO LOTE A,CARAHUE,-38.603299,-73.184138,100.0,CRÍTICO
EL TALLO,TOLTEN,-39.034128,-73.009254,100.0,CRÍTICO
LOS BOLDOS Y OTROS,TOLTEN,-39.203586,-73.081553,80.0,CRÍTICO
SANTA AMELIA,TOLTEN,-39.068669,-72.997328,100.0,CRÍTICO
HIJUELA 4 BELLAVISTA,TEODORO SCHMIDT,-38.904963,-73.144253,96.0,CRÍTICO
HIJUELA 2 BELLAVISTA,TEODORO SCHMIDT,-38.902152,-73.145485,100.0,CRÍTICO
HIJUELA 24 LOS MAQUIS,TIRUA,-38.434115,-73.288537,100.0,CRÍTICO
SANTA ANA,CARAHUE,-38.62667,-73.454063,100.0,CRÍTICO
BELLAVISTA V,TEODORO SCHMIDT,-38.902812,-73.149509,96.0,CRÍTICO
SANTA ELENA Y OTROS,TOLTEN,-39.249793,-73.033599,64.0,ALTO
HIJUELA 10 LOS MANZANOS Y OTRO,CARAHUE,-38.591523,-73.320067,100.0,CRÍTICO
LA PARRA Y OTROS,TOLTEN,-39.074545,-73.036931,100.0,CRÍTICO
ESTERO QUILLEM,CARAHUE,-38.746758,-73.151298,100.0,CRÍTICO
SANTA ROSA II,TEODORO SCHMIDT,-38.911712,-73.146545,92.0,CRÍTICO
PARCELAS TOLTEN Y OTROS,TOLTEN,-39.098114,-73.00743,100.0,CRÍTICO
LA CABANA,CARAHUE,-38.476074,-73.249677,100.0,CRÍTICO
LOS CIPRESES Y OTROS,TOLTEN,-39.204194,-73.007948,72.0,ALTO
PARCELA 46-B,TOLTEN,-39.244348,-72.921432,54.0,ALTO
TRES SENORAS Y OTRO,TEODORO SCHMIDT,-38.951353,-73.074078,100.0,CRÍTICO
EL CARMEN DE CHANQUIN,CARAHUE,-38.436597,-73.226349,100.0,CRÍTICO
EL DESCANSO B,TEODORO SCHMIDT,-38.918599,-73.010876,100.0,CRÍTICO
EL DESCANSO A,TEODORO SCHMIDT,-38.914258,-73.013765,100.0,CRÍTICO
PARCELAS PUMALAL Y OTROS,TOLTEN,-39.065465,-73.033897,100.0,CRÍTICO
SANTA CELIA A,CARAHUE,-38.629671,-73.208532,100.0,CRÍTICO
DON ASCENCIO,CARAHUE,-38.648009,-73.105225,100.0,CRÍTICO
EMA LUISA,CARAHUE,-38.589871,-73.22935,100.0,CRÍTICO
EL CHILCO Y OTROS,LUMACO,-38.410178,-73.137358,100.0,CRÍTICO
AGUA ENTERRADA II,CARAHUE,-38.590687,-73.488338,100.0,CRÍTICO
AILLINCO Y OTROS,CARAHUE,-38.470432,-73.397735,100.0,CRÍTICO
PARC.18 LOS CORRALES LOTE B,CARAHUE,-38.655523,-73.131788,100.0,CRÍTICO
LA LAGUNA,TOLTEN,-39.277723,-73.01518,64.0,ALTO
ESPANA,TEODORO SCHMIDT,-38.962377,-73.122595,100.0,CRÍTICO
TRES HIJUELAS Y OTROS,TIRUA,-38.47498,-73.30961,100.0,CRÍTICO
EMA LUISA II,CARAHUE,-38.598093,-73.235685,100.0,CRÍTICO
HIJUELA 20 CORRALES LOTE A,CARAHUE,-38.638198,-73.117323,100.0,CRÍTICO
PLACER I,TEODORO SCHMIDT,-38.917816,-73.110456,100.0,CRÍTICO
AGUAS BLANCAS II,CARAHUE,-38.614165,-73.46541,100.0,CRÍTICO
HIJUELA 1 LOS REYES Y OTROS,TOLTEN,-39.074742,-72.998305,100.0,CRÍTICO
LA PENA Y LONCOYAMO,CARAHUE,-38.612202,-73.38965,100.0,CRÍTICO
HIJUELA 3 LOS MAQUIS,CARAHUE,-38.431278,-73.344079,100.0,CRÍTICO
SANTA ROSALIA,CARAHUE,-38.740054,-73.151033,100.0,CRÍTICO
CHANCHAMALLIN,CARAHUE,-38.776504,-73.137134,100.0,CRÍTICO
PORVENIR III Y OTRO,TOLTEN,-39.264694,-72.942102,54.0,ALTO
PARCELA 59 CAMAGUEY,TOLTEN,-39.069677,-73.048017,100.0,CRÍTICO
LO DE LLINCO Y OTROS,CARAHUE,-38.440644,-73.372475,100.0,CRÍTICO
SAN JOSE Y OTROS,CARAHUE,-38.515229,-73.086614,100.0,CRÍTICO
LO DE LLINCO LOTE 1,CARAHUE,-38.433147,-73.386617,100.0,CRÍTICO
LO DE LLINCO LOTE 2,CARAHUE,-38.436765,-73.385471,100.0,CRÍTICO
LA LIEBRE Y OTROS,LUMACO,-38.405303,-73.110672,100.0,CRÍTICO
LO DE LLINCO LOTE 3,CARAHUE,-38.442535,-73.385938,100.0,CRÍTICO
MADILHUE Y OTROS,LUMACO,-38.398407,-73.076596,100.0,CRÍTICO
SANTA INES,TIRUA,-38.44282,-73.445101,100.0,CRÍTICO
"PARCELA 20,21 Y 22 PANCU",CARAHUE,-38.772521,-73.094819,100.0,CRÍTICO
HIJUELA 18 LOS MAQUIS,TIRUA,-38.426657,-73.301257,100.0,CRÍTICO
LICANCULLIN Y SANTA ROSA,TOLTEN,-39.277821,-72.964508,66.0,ALTO
SANTA DINA,CARAHUE,-38.470938,-73.432947,100.0,CRÍTICO
HIJUELA 9 LAS NOCHAS,CARAHUE,-38.590718,-73.326437,100.0,CRÍTICO
LOS TRES DERECHOS LOTE B,CARAHUE,-38.567542,-73.191613,100.0,CRÍTICO
PUMALAL Y OTROS,TOLTEN,-39.04443,-73.022273,100.0,CRÍTICO
SANTA CLORINDA Y OTROS,CARAHUE,-38.461167,-73.443648,100.0,CRÍTICO
EL LAUREL II Y OTROS,LUMACO,-38.433099,-73.029595,100.0,CRÍTICO
SAN IGNACIO Y OTROS,CARAHUE,-38.460616,-73.429375,100.0,CRÍTICO
HIJUELA 46 DINAMARCA,CARAHUE,-38.593482,-73.223322,100.0,CRÍTICO
EL BOLDO,CARAHUE,-38.579238,-73.320698,100.0,CRÍTICO
SANTA LAURA Y OTROS,TEODORO SCHMIDT,-38.910052,-73.054522,100.0,CRÍTICO
RUCACO,LUMACO,-38.439089,-73.133981,100.0,CRÍTICO
SAN JUAN,TOLTEN,-39.091851,-73.03278,100.0,CRÍTICO
SANTA ILSE Y OTROS,TEODORO SCHMIDT,-38.904768,-72.99527,100.0,CRÍTICO
HIJUELA VICTORIA Y OTROS,TOLTEN,-39.086148,-73.111092,100.0,CRÍTICO
LOS TRES PALOS,CARAHUE,-38.635424,-73.452747,100.0,CRÍTICO
HIJUELA 36 DINAMARCA LOTE 2,CARAHUE,-38.595093,-73.208087,100.0,CRÍTICO
CERRO ALTO Y OTROS,TOLTEN,-39.306211,-73.116188,56.0,ALTO
CAMINO EL TRIANGULO,TOLTEN,-39.293722,-73.108345,56.0,ALTO
SANTA VALENTINA,CARAHUE,-38.579599,-73.328527,100.0,CRÍTICO
PARCELA 50 SAN JORGE LOTES 3 Y 4,TOLTEN,-39.272868,-72.903269,38.0,MEDIO
DON HERALDO Y OTROS,TOLTEN,-39.176945,-73.058224,80.0,CRÍTICO
LA COLONIA 6,CARAHUE,-38.853041,-73.139963,100.0,CRÍTICO
DON HERMINIO,CARAHUE,-38.661663,-73.142567,100.0,CRÍTICO
EL ALMA,TEODORO SCHMIDT,-38.918578,-72.964213,100.0,CRÍTICO
PARCELA 23 B TOLTEN,TOLTEN,-39.104921,-73.022381,100.0,CRÍTICO
DON TATI Y OTROS,CARAHUE,-38.60466,-73.153905,100.0,CRÍTICO
MADILHUE Y OTROS,LUMACO,-38.429067,-72.993733,100.0,CRÍTICO
HIJUELA 38 TRES HIJUELAS,TIRUA,-38.466151,-73.307078,100.0,CRÍTICO
SANTA ANA RESERVA,CARAHUE,-38.631899,-73.436359,100.0,CRÍTICO
LAS CARMELITAS Y OTROS,CARAHUE,-38.524285,-73.413681,100.0,CRÍTICO
EL CRUCERO III Y OTRO,TOLTEN,-39.062762,-72.995971,100.0,CRÍTICO
EL ARRAYAN LOTE B,TOLTEN,-39.171582,-73.125712,98.0,CRÍTICO
SAN MANUEL,TEODORO SCHMIDT,-38.940916,-73.108722,100.0,CRÍTICO
DON HERMINIO 4,CARAHUE,-38.668553,-73.140129,100.0,CRÍTICO
CASA DE PIEDRA Y OTROS,CARAHUE,-38.500167,-73.463996,100.0,CRÍTICO
CHEME AMAYA,CARAHUE,-38.782312,-73.134473,100.0,CRÍTICO
EL RECUERDO II,TOLTEN,-39.320273,-73.160717,56.0,ALTO
EL DOMINIO Y OTROS,LUMACO,-38.441188,-73.077766,100.0,CRÍTICO
VUELTA DEL VIENTO,CARAHUE,-38.486958,-73.468944,100.0,CRÍTICO
HIJUELA 50 SANTA CELIA,CARAHUE,-38.591294,-73.162425,100.0,CRÍTICO
SIETE GANCHOS A,TIRUA,-38.449389,-73.471793,100.0,CRÍTICO
LOS ESTEROS,CARAHUE,-38.433427,-73.332415,100.0,CRÍTICO
LA BARONADA Y OTRO,CARAHUE,-38.543955,-73.458001,100.0,CRÍTICO
HIJUELA 36 DINAMARCA,CARAHUE,-38.590117,-73.209555,100.0,CRÍTICO
LA GRACIELA,CARAHUE,-38.863149,-73.133861,100.0,CRÍTICO
EL ARRAYAN,TOLTEN,-39.172429,-73.120928,98.0,CRÍTICO
PILMAIQUENCO II,CARAHUE,-38.580271,-73.341853,100.0,CRÍTICO
AGUA ENTERRADA,CARAHUE,-38.588584,-73.482083,100.0,CRÍTICO
SAN LUIS,TOLTEN,-39.256368,-73.084013,64.0,ALTO
CURIPEL,TEODORO SCHMIDT,-38.94256,-73.02622,100.0,CRÍTICO
SAN PABLO Y OTRO,TEODORO SCHMIDT,-38.907152,-73.080531,100.0,CRÍTICO
LA CUADRA,TIRUA,-38.453126,-73.471138,100.0,CRÍTICO
LAS DAMAS II,CARAHUE,-38.633394,-73.102528,100.0,CRÍTICO
LAS VERTIENTES II Y OTRO,TEODORO SCHMIDT,-38.941473,-72.977612,100.0,CRÍTICO
HIJUELA 60 A DINAMARCA,CARAHUE,-38.60635,-73.227667,100.0,CRÍTICO
SAN JOSE DE PAILACOYAN Y OTRO,CARAHUE,-38.76252,-73.168151,100.0,CRÍTICO
HIJUELA 37 TRES HIJUELAS,TIRUA,-38.463692,-73.314775,100.0,CRÍTICO
QUILLEM Y OTROS,CARAHUE,-38.773901,-73.148716,100.0,CRÍTICO
LAS VINAS Y OTROS,CARAHUE,-38.87971,-73.118666,100.0,CRÍTICO
POQUICHA Y OTRO,CARAHUE,-38.767748,-73.201572,100.0,CRÍTICO
HIJUELA 18 QUILANTAHUE,CARAHUE,-38.456679,-73.450721,100.0,CRÍTICO
HUILO HIJUELA 2,SAAVEDRA,-38.91544,-73.054072,100.0,CRÍTICO
LOS TRES DERECHOS,CARAHUE,-38.564084,-73.192082,100.0,CRÍTICO
EL ESPEJO Y OTROS,CARAHUE,-38.42707,-73.234262,100.0,CRÍTICO
HUILO HIJUELA 1,TEODORO SCHMIDT,-38.914394,-73.058574,100.0,CRÍTICO
HIJUELA 1 LOS MAQUIS,CARAHUE,-38.424373,-73.339727,100.0,CRÍTICO
HIJUELA LOS MAQUIS,CARAHUE,-38.438349,-73.33455,100.0,CRÍTICO
HIJUELA LAS TOSCAS,CARAHUE,-38.43027,-73.336462,100.0,CRÍTICO
CAMAR,CARAHUE,-38.782739,-73.131296,100.0,CRÍTICO
PARCELA 47 DINAMARCA,CARAHUE,-38.59486,-73.214504,100.0,CRÍTICO
PARC.17 TOLTEN LOTE C1,TOLTEN,-39.077787,-73.028774,100.0,CRÍTICO
EL PILAR II,TEODORO SCHMIDT,-38.903979,-73.126215,100.0,CRÍTICO
SANTA LEONOR,TOLTEN,-39.105522,-73.096862,100.0,CRÍTICO
PARCELAS PANCUL,CARAHUE,-38.750464,-73.119318,100.0,CRÍTICO
PARCELA 23 TOLTEN LOTE 3,TOLTEN,-39.102399,-73.018894,100.0,CRÍTICO
LA HERENCIA I,CARAHUE,-38.873747,-73.101588,100.0,CRÍTICO
BOLDO,TOLTEN,-39.19338,-73.031712,80.0,CRÍTICO
SANTA GRACIELA,CARAHUE,-38.888498,-73.109411,100.0,CRÍTICO
LA FAJA,TOLTEN,-39.141375,-73.043609,92.0,CRÍTICO
HIJUELA 3 LAS HUELLAS,TOLTEN,-39.231246,-73.05612,72.0,ALTO
EL LAUREL,CARAHUE,-38.81372,-73.115178,100.0,CRÍTICO
HIJUELA HUILO,TEODORO SCHMIDT,-38.916457,-73.059828,100.0,CRÍTICO
MONTEBELLO Y OTRO,CARAHUE,-38.735956,-73.162575,100.0,CRÍTICO
EL MACAL,TOLTEN,-39.214573,-72.891205,68.0,ALTO
SANTA MICAELA,CARAHUE,-38.601918,-73.164788,100.0,CRÍTICO
SANTA LUCILA,TOLTEN,-39.071049,-73.02503,100.0,CRÍTICO
SANTA ANA,CARAHUE,-38.490639,-73.424381,100.0,CRÍTICO
COPIHUAL,NUEVA IMPERIAL,-38.681056,-73.091957,100.0,CRÍTICO
HIJUELA 21 LAS NOCHAS Y OTROS,CARAHUE,-38.555997,-73.312349,100.0,CRÍTICO
LA BELLA LOTE A,CARAHUE,-38.436383,-73.420311,100.0,CRÍTICO
SANTA MARTA Y SAN LUIS,TOLTEN,-39.213557,-72.895698,56.0,ALTO
PARCELA 30 SAN JORGE,GORBEA,-39.245542,-72.849035,42.0,MEDIO
HIJUELA VICTORIA B,TOLTEN,-39.083481,-73.108878,100.0,CRÍTICO
HIJUELA 2 BELLAVISTA,TEODORO SCHMIDT,-38.910531,-73.118747,100.0,CRÍTICO
SANTA JUANA,NUEVA IMPERIAL,-38.862403,-73.102258,100.0,CRÍTICO
SAN LUIS III,CARAHUE,-38.85926,-73.102158,100.0,CRÍTICO
SANTA FE,NUEVA IMPERIAL,-38.861929,-73.097825,100.0,CRÍTICO
LAS DAMAS,CARAHUE,-38.673883,-73.100552,100.0,CRÍTICO
PORVENIR IV,TEODORO SCHMIDT,-38.940881,-73.051678,100.0,CRÍTICO
LA UNION,TEODORO SCHMIDT,-38.922993,-73.055016,100.0,CRÍTICO
PARCELA 23 COLON. TOLTEN,TOLTEN,-39.10536,-73.01512,100.0,CRÍTICO
SANTA MARIA,CARAHUE,-38.530274,-73.449378,100.0,CRÍTICO
PARCELA 19 TOLTEN,TOLTEN,-39.088371,-73.028435,100.0,CRÍTICO
RANQUILCO ALTO,NUEVA IMPERIAL,-38.663824,-73.016855,100.0,CRÍTICO
EL PORVENIR A,CARAHUE,-38.875477,-73.134286,100.0,CRÍTICO
EL PORVENIR B,CARAHUE,-38.868093,-73.122925,100.0,CRÍTICO
PAILACOYAN Y OTROS,CARAHUE,-38.758047,-73.158089,100.0,CRÍTICO
EL PERAL LOTE A,CARAHUE,-38.581114,-73.248691,100.0,CRÍTICO
LOS LAGOS I,TOLTEN,-39.046698,-73.003448,100.0,CRÍTICO
LOS COIHUES,CARAHUE,-38.543108,-73.426802,100.0,CRÍTICO
EL ARRAYAN,CARAHUE,-38.875793,-73.121351,100.0,CRÍTICO
SAN LORENZO,CARAHUE,-38.51375,-73.416639,100.0,CRÍTICO
SANTA ESTER,CARAHUE,-38.505281,-73.430371,100.0,CRÍTICO
PARCELA 3 COLONIA TOLTEN Y OTROS,TOLTEN,-39.02964,-73.025409,100.0,CRÍTICO
YUPEHUITO II,CARAHUE,-38.564083,-73.466081,100.0,CRÍTICO
LAS QUEMAS,TOLTEN,-39.131063,-72.981629,84.0,CRÍTICO
CAMAHUEY II,TOLTEN,-39.058915,-73.031945,100.0,CRÍTICO
LA LAGUNA II,TOLTEN,-39.284985,-73.019233,64.0,ALTO
PARCELA 23 TOLTEN LOTE A,TOLTEN,-39.107895,-73.018201,100.0,CRÍTICO
EL ARROYO,LUMACO,-38.396418,-73.091516,100.0,CRÍTICO
SAN PEDRO A,TOLTEN,-39.081763,-72.99879,100.0,CRÍTICO
EL RINCONCITO,TOLTEN,-39.205391,-73.09009,80.0,CRÍTICO
LA PANDERETA,TOLTEN,-39.14205,-72.962622,78.0,CRÍTICO
YUPEHUE BAJO Y YUPEHUITO,CARAHUE,-38.559217,-73.467892,100.0,CRÍTICO
LOS CUARZOS Y LA ENVIDIA,CARAHUE,-38.473901,-73.410898,100.0,CRÍTICO
SAN ERNESTO,TOLTEN,-39.267116,-72.948196,54.0,ALTO
HIJUELA 1 SAN JOSE LOTES A Y B,CARAHUE,-38.515029,-73.091181,100.0,CRÍTICO
SAN BENITO,TOLTEN,-39.243354,-73.098439,64.0,ALTO
PICHIRRUCA,CARAHUE,-38.427452,-73.363244,100.0,CRÍTICO
LOS ULMOS,TOLTEN,-39.111869,-73.028354,100.0,CRÍTICO
EL AROMO,TOLTEN,-39.264104,-73.010638,64.0,ALTO
SANTA JUANA,TOLTEN,-39.273915,-72.974525,68.0,ALTO
PARCELA 36 SAN JORGE,TOLTEN,-39.210905,-72.909953,48.0,MEDIO
EL TOCON II,CARAHUE,-38.432253,-73.374175,100.0,CRÍTICO
LOS RADALES III,TEODORO SCHMIDT,-38.908674,-73.092743,100.0,CRÍTICO
SAN JOEL,NUEVA IMPERIAL,-38.859026,-73.09754,100.0,CRÍTICO
SANTA DENIS,CARAHUE,-38.472116,-73.421518,100.0,CRÍTICO
EL RECUERDO I,TOLTEN,-39.320787,-73.169869,56.0,ALTO
TRONICURA,LOS SAUCES,-37.984502,-72.657654,100.0,CRÍTICO
LA TORRE Y LOS HINOJOS,LOS SAUCES,-37.928133,-72.737854,100.0,CRÍTICO
LA RINCONADA,LOS SAUCES,-38.023796,-72.873998,100.0,CRÍTICO
SANTA CLARA,LOS SAUCES,-37.990844,-72.715686,100.0,CRÍTICO
LOS NUCOS,ANGOL,-37.729309,-72.811061,91.0,CRÍTICO
SABOYA,LOS SAUCES,-38.020533,-72.847796,100.0,CRÍTICO
CANGULO,LOS SAUCES,-38.019107,-72.64112,100.0,CRÍTICO
PANGAL PAN DE AZUCAR,ANGOL,-37.731284,-72.853035,83.0,CRÍTICO
SANTA JUANA,LOS SAUCES,-37.886524,-72.836509,100.0,CRÍTICO
LAS BANDURRIAS,ANGOL,-37.746043,-72.915331,75.0,CRÍTICO
HIJUELAS NININCO,ANGOL,-37.886062,-72.738957,100.0,CRÍTICO
SAN CARLOS DEUCO,ANGOL,-37.85491,-72.773803,100.0,CRÍTICO
LOS ALPES HIJUELA I,ANGOL,-37.712168,-72.93813,30.0,MEDIO
LOS ALPES HIJUELA III,ANGOL,-37.719639,-72.991992,26.0,MEDIO
EL ROSARIO III,LOS SAUCES,-37.912289,-72.802274,100.0,CRÍTICO
MONCOLES,LOS SAUCES,-37.932418,-72.80979,100.0,CRÍTICO
HIJUELA 5 LOMA DEL TORO,ANGOL,-37.639964,-72.966039,34.0,MEDIO
HIJUELA GRANDE-LAS PINAS,ANGOL,-37.641729,-72.993548,42.0,MEDIO
STA ELISA 2,LOS SAUCES,-37.921001,-72.805452,100.0,CRÍTICO
PARCELAS LOLENCO,ANGOL,-37.873684,-72.62349,100.0,CRÍTICO
LA RESERVA I,ANGOL,-37.621799,-72.989096,30.0,MEDIO
