id,nombre_predio,comuna,latitud,longitud,nivel_importancia,hectareas
1023,SAN MIGUEL II Y OTROS,VILCUN,-38.790372,-72.362741,MEDIO,848.44
1024,PARCELA 14 UNION CAMPESINA,LAUTARO,-38.526658,-72.119232,MEDIO,60.27
1025,LOS PINOS,GORBEA,-39.157478,-72.741339,BAJO,10.34
1026,SAN NICOLAS,PITRUFQUEN,-39.120929,-72.966269,BAJO,35.18
1027,DON OCTAVIO,GORBEA,-39.169826,-72.787649,BAJO,49.16
1028,SAN NICOLAS IV,PITRUFQUEN,-39.110983,-72.974074,BAJO,31.39
1029,LOS PRADOS Y OTROS,VICTORIA,-38.313377,-72.139776,MEDIO,930.38
1030,PARCELA 1 EL CASTANO,ERCILLA,-38.166143,-72.120232,ALTO,62.89
1031,SANTA FILOMENA Y OTROS,ERCILLA,-38.146953,-72.134295,ALTO,450.27
1032,PARC.5 SARA MALLECO,ERCILLA,-38.127217,-72.171226,ALTO,33.03
1033,PARC.LA FORTUNA #19 #20 #23,ERCILLA,-38.112153,-72.206484,ALTO,209.32
1034,PARCELA 3 EL CASTANO,ERCILLA,-38.172344,-72.105763,ALTO,63.95
1035,PARCELA 17 CHEQUENCO,ERCILLA,-38.034951,-72.433749,MEDIO,50.52
1036,PARCELA CULLINCO Y OTROS,VICTORIA,-38.368747,-72.219622,MEDIO,63.66
1037,OREGON Y OTRO,ERCILLA,-38.1156,-72.177852,ALTO,603.48
1038,LA PLANADA,VICTORIA,-38.202838,-72.478967,MEDIO,114.04
1039,PARCELA 1 RUCAMILLA,VICTORIA,-38.173536,-72.199852,ALTO,100.64
1040,LOTE 1 LOS ULMOS,VICTORIA,-38.303619,-72.290168,MEDIO,147.41
1041,PARCELA 14 SARA MALLECO,ERCILLA,-38.138043,-72.15919,ALTO,32.33
1042,PARCELA 1 EL ROSARIO 4,VICTORIA,-38.367653,-72.149553,MEDIO,92.09
1043,PARCELA 8 RUCAMILLA,ERCILLA,-38.162937,-72.194796,ALTO,42.87
1044,PARCELA 11 Y 12 LA FORTUNA,ERCILLA,-38.106573,-72.219478,ALTO,147.37
1045,SAN JAVIER II Y OTROS,VICTORIA,-38.401736,-72.206046,MEDIO,343.51
1046,PARCELA 22 LA FORTUNA,ERCILLA,-38.104593,-72.198603,ALTO,46.35
1047,PARCELA 9 RUCAMILLA,ERCILLA,-38.162405,-72.20241,ALTO,30.3
1048,SANTA ELENA,VICTORIA,-38.386946,-72.031356,MEDIO,292.87
1049,LAS HIGUERAS,PERQUENCO,-38.392071,-72.25578,MEDIO,70.83
1050,PARCELA 20 EL CASTAÑOPAA,ERCILLA,-38.147122,-72.09083,ALTO,67.07
1051,PARCELA RUCAMILLA LOTE 3,VICTORIA,-38.187509,-72.210661,ALTO,93.74
1052,MELA,ERCILLA,-38.110131,-72.296741,ALTO,27.56
1053,PARCELAS QUINO,VICTORIA,-38.239544,-72.148197,MEDIO,60.08
1054,LOS TIUQUES,VICTORIA,-38.205264,-72.145302,ALTO,49.18
1055,PARCELA 22 RUCAMILLA,ERCILLA,-38.1533,-72.186341,ALTO,14.26
1056,SANTA JUANA,VICTORIA,-38.354087,-72.101204,MEDIO,15.53
1057,PARCELA 3 RUCAMILLA,VICTORIA,-38.185828,-72.19133,ALTO,32.81
1058,PARC.15 RUCAMILLA,ERCILLA,-38.150702,-72.213488,ALTO,46.03
1059,PARCELA 6 SAN CARLOS,VICTORIA,-38.410751,-72.132667,MEDIO,179.01
1060,PARCELAS EL CASTANO,ERCILLA,-38.139769,-72.104516,ALTO,119.91
1061,LOS OSOS,VICTORIA,-38.207102,-72.099401,ALTO,152.02
1062,PARCELA 9 SARA MALLECO,ERCILLA,-38.13228,-72.148981,ALTO,8.66
1063,SANTA MARIA Y SANTA LIDIA,VICTORIA,-38.207952,-72.111614,ALTO,95.13
1064,PARCELA 22 EL CASTANO,ERCILLA,-38.143204,-72.098897,ALTO,50.84
1065,PARCELA 4 RIO COLO,VICTORIA,-38.203858,-72.125766,ALTO,45.63
1066,PARCELA 7 LA SELVA,VICTORIA,-38.246699,-72.134096,MEDIO,9.71
1067,PARCELA 9 EL ALBA,TRAIGUEN,-38.147802,-72.476219,MEDIO,27.83
1068,PARCELA 10 Y 13 EL ALBA,TRAIGUEN,-38.151206,-72.478288,MEDIO,83.77
1069,PARTICION,ERCILLA,-38.143403,-72.386221,MEDIO,24.51
1070,PARCELA 2 Y 3A SARA MALLECO,ERCILLA,-38.129044,-72.181061,ALTO,53.48
1071,HUERTAS BUENAS,VICTORIA,-38.229698,-72.127858,MEDIO,62.12
1072,HUEQUEN,ERCILLA,-38.134126,-72.196136,ALTO,220.83
1073,PARCELA 4 CHEQUENCO,ERCILLA,-38.046667,-72.453344,MEDIO,51.86
1074,PARCELA 9 SARA MALLECO,ERCILLA,-38.129846,-72.158937,ALTO,23.02
1075,EL LAUREL III,VICTORIA,-38.368556,-72.116955,MEDIO,4.03
1076,HIJUELA 1 SAN JAVIER,VICTORIA,-38.394487,-72.192617,MEDIO,25.97
1077,PARCELA 2 RIO COLO,VICTORIA,-38.198125,-72.123189,ALTO,104.86
1078,HIJUELA SANTA INES,VICTORIA,-38.384658,-72.188913,MEDIO,10.7
1079,QUINQUILCO Y OTROS,VICTORIA,-38.157855,-72.382981,MEDIO,179.87
1080,LOTE 3 HIJUELA SAN JAVIER,VICTORIA,-38.402038,-72.194039,MEDIO,22.77
1081,EL LAUREL I,VICTORIA,-38.36453,-72.117088,MEDIO,20.07
1082,LOTE 2-A HIJUELA SAN JAVIER,VICTORIA,-38.398837,-72.191786,MEDIO,5.13
1083,LA ESPERANZA 3,ANGOL,-37.681444,-72.964009,BAJO,47.57
1084,SAN ANDRES,ANGOL,-37.683232,-72.974065,BAJO,69.03
1085,PARCELA 25 MAITENREHUE,ANGOL,-37.687445,-72.919305,BAJO,336.76
1086,LA ESPERANZA IV LOTE B1,ANGOL,-37.666091,-72.953764,BAJO,90.24
1087,PARCELAS COLONIA LOLENCO,ANGOL,-37.90948,-72.58645,MEDIO,185.9
1088,PARCELA 1 LOLENCO LOTE_A,ANGOL,-37.863,-72.62843,MEDIO,50.38
1089,LOS ALAMOS PARC.#13 Y #16,ANGOL,-37.882296,-72.629048,MEDIO,133.74
1090,EL PERAL,ANGOL,-37.658844,-72.821496,BAJO,39.12
1091,PARCELA 4 MAITENREHUE LOTE B,ANGOL,-37.727704,-72.867424,BAJO,99.14
1092,PARCELA 13 CATRIMALAL,ANGOL,-37.76794,-72.645541,BAJO,99.55
1093,CABRERIA,ANGOL,-37.725043,-72.761026,BAJO,55.05
1094,PARCELA-1 EL LABRADOR,RENAICO,-37.667371,-72.643347,BAJO,77.92
1095,SAN CIRILO,ANGOL,-37.771703,-72.749718,BAJO,151.03
1096,PARCELA 24 TOLPAN,RENAICO,-37.667369,-72.679221,BAJO,24.34
1097,EL CARMEN LOTE-2,ANGOL,-37.744283,-72.640564,BAJO,41.66
1098,EL LINGUE DE MAITENREHUE LOTE A,ANGOL,-37.622002,-72.941798,BAJO,36.32
1099,LAS TERMOPILAS LOTE A,ANGOL,-37.789018,-72.727042,BAJO,23.75
1100,ROMULHUECO Y EL TRANSITO,LOS SAUCES,-37.896472,-72.799992,MEDIO,182.22
1101,SANTA ROSA Y EL CONVENTO,LOS SAUCES,-38.080826,-72.729786,MEDIO,195.76
1102,SANTA ESTER LOTE 1,LOS SAUCES,-37.916328,-72.714786,MEDIO,42.89
1103,PARCELA 38 TOLPAN,RENAICO,-37.682432,-72.683156,BAJO,18.16
1104,PARCELAS A Y B SAN CARLITOS,LOS SAUCES,-38.040654,-72.631626,MEDIO,45.68
1105,SANTA RITA LOTE B,ANGOL,-37.780813,-72.628447,MEDIO,238.64
1106,EL MORRO LOTE 2,LOS SAUCES,-38.034809,-72.694575,MEDIO,234.49
1107,HIJUELA 4 LOTE B,RENAICO,-37.730472,-72.493146,MEDIO,47.31
1108,LA LEONA DE CURIN,LUMACO,-38.125933,-72.80575,BAJO,34.88
1109,LAS BANDURRIAS 2,LOS SAUCES,-38.115018,-72.812352,BAJO,50.51
1110,PARCELA 7 PELEHUITO VUELO,LOS SAUCES,-38.021544,-72.728241,MEDIO,4.71
1111,PEMUCO 2,LOS SAUCES,-37.956259,-72.662156,MEDIO,19.29
1112,COLHUE LOTE A1 Y A2,RENAICO,-37.732798,-72.498429,MEDIO,178.31
1113,LA PUNTILLA II,ANGOL,-37.665387,-72.978132,BAJO,38.48
1114,PARCELA 150 Y 209 DEUCO,ANGOL,-37.872697,-72.753802,MEDIO,1.87
1115,CENTENARIO 3,LOS SAUCES,-38.05982,-72.829204,BAJO,210.53
1116,CENTENARIO 1,LOS SAUCES,-38.066358,-72.838752,BAJO,302.32
1117,CENTENARIO 2,LOS SAUCES,-38.079767,-72.837271,BAJO,386.05
1118,HJ-9 SANTA ROSA,LOS SAUCES,-38.049699,-72.732297,MEDIO,312.66
1119,ANILEHUE PC-1 LT-B2,ANGOL,-37.861795,-72.638796,MEDIO,75.08
1120,ROMULHUECO,LOS SAUCES,-37.900675,-72.787652,MEDIO,12.0
1121,SAN GABRIEL,LOS SAUCES,-38.063127,-72.753619,BAJO,1.5
1122,LAS VIÑAS LT-A2,RENAICO,-37.751181,-72.522796,MEDIO,88.58
1123,GUADABA - HIJUELA DE 15 HA,LOS SAUCES,-37.963291,-72.949123,BAJO,1.14
1124,SANTA GUILLERMINA LT-B,LOS SAUCES,-37.928785,-72.693078,MEDIO,52.43
1125,LOTE A1 Y A2 BASE TIJERAL,ANGOL,0.0,0.0,BAJO,4.7
1126,VENECIA (V),RENAICO,0.0,0.0,MEDIO,127.83
1127,SAN FABIÁN,LOS SAUCES,-37.926159,-72.670534,MEDIO,16.07
1128,DON JOSE MIGUEL,RENAICO,-37.676659,-72.511695,MEDIO,76.71
1129,SAN RAMON HIJ 3,LOS SAUCES,-37.917026,-72.936518,BAJO,44.0
1130,ARQUENCO LOTES 5A Y 5B,LOS SAUCES,-37.952271,-72.871557,BAJO,80.9
1131,HIJUELA 5 Y 6-A SAN JOSE,LOS SAUCES,-37.926937,-72.815543,MEDIO,48.84
1132,HIJUELA 3 ARQUENCO,LOS SAUCES,-37.944988,-72.869829,BAJO,22.57
1133,HIJUELA SAN VICENTE LOTE-A,LOS SAUCES,-37.932047,-72.987845,BAJO,52.98
1134,PARCELA 9 LOLENCO LOTE-D Y OTRO,ANGOL,-37.883444,-72.604643,MEDIO,82.81
1135,PARCELAS DEUCO,ANGOL,-37.876389,-72.758797,MEDIO,208.17
1136,SAN NICOLAS V,PITRUFQUEN,-39.115046,-72.965674,BAJO,39.49
1137,QUINTA ELENA III,GORBEA,-39.248288,-72.713058,BAJO,45.52
1138,SAN NICOLAS III,TOLTEN,-39.123577,-72.967088,BAJO,37.4
1139,SAN NICOLAS II Y OTRO,TOLTEN,-39.126941,-72.965185,BAJO,53.63
1140,NAVIDAD II,GORBEA,-39.130509,-72.699381,BAJO,8.14
1141,NAVIDAD LOTE B1,GORBEA,-39.135567,-72.701037,BAJO,66.6
1142,PARCELA 11 SAN ADOLFO,VILCUN,-38.746209,-72.219799,MEDIO,120.62
1143,SANTA ANA LOTE A Y B,CUNCO,-38.895177,-72.056828,MEDIO,45.29
1144,SANTA ANA,CUNCO,-38.894634,-72.066595,MEDIO,9.24
1145,LAS PRADERAS Y LAS NIEVES,GORBEA,-39.168683,-72.716816,BAJO,49.33
1146,PUMALALITO,TEMUCO,-38.631494,-72.559596,BAJO,406.63
1147,CENTINELA,TEMUCO,-38.638473,-72.569016,BAJO,219.69
1148,ENTRE FAJAS A Y B,GORBEA,-39.074579,-72.634397,BAJO,61.73
1149,DON RENE,GORBEA,-39.210309,-72.795388,BAJO,35.29
1150,LA ANTARTICA LOTE A,VILCUN,-38.767631,-72.108012,MEDIO,106.53
1151,LOS AJENCOS,GORBEA,-39.254014,-72.734349,BAJO,97.14
1152,PARCELA 2 LA MONTANA,VILCUN,-38.587466,-72.296498,MEDIO,0.39
1153,SANTA TERESA III,CUNCO,-38.905902,-72.082925,MEDIO,40.42
1154,METO BAJO,VILCUN,-38.775002,-72.201053,MEDIO,28.66
1155,ROBLE HUACHO,LAUTARO,-38.503703,-72.188576,MEDIO,38.37
1156,EL PIDEN,LONCOCHE,-39.273685,-72.807977,BAJO,42.46
1157,LOS PINOS I,GORBEA,-39.153778,-72.747254,BAJO,5.59
1158,RUCAMANQUE,TEMUCO,-38.630907,-72.626437,BAJO,42.18
1159,LOS ALPES Y LOS ALPES II,GORBEA,-39.098713,-72.708611,BAJO,51.72
1160,PARCELAS HUICHAHUE,CUNCO,-38.87159,-72.181462,MEDIO,41.33
1161,SAN RAFAEL Y OTRO,PITRUFQUEN,-39.135945,-72.956366,BAJO,78.82
1162,ENTRE CAMINOS,LAUTARO,-38.467509,-72.217785,MEDIO,16.09
1163,SAN FERNANDO I LOTE A,PITRUFQUEN,-39.141424,-72.940444,BAJO,22.45
1164,CHAMIZAL,TEMUCO,-38.634631,-72.625718,BAJO,56.6
1165,LOS AROMOS Y OTRO,FREIRE,-39.011039,-72.390986,BAJO,319.56
1166,EL ABANICO Y OTROS,TOLTEN,-39.279162,-72.871182,BAJO,839.95
1167,EL ARREJON Y OTROS,TEMUCO,-38.627478,-72.600751,BAJO,1103.54
1168,EL PARAISO Y OTROS,LONCOCHE,-39.269661,-72.762147,BAJO,341.1
1169,EL LAUREL Y OTROS,GORBEA,-39.20326,-72.6337,BAJO,436.76
1170,EL MIRADOR Y OTROS,GORBEA,-39.245252,-72.608607,BAJO,398.84
1171,LAS VEGAS,LAUTARO,-38.52642,-72.238199,MEDIO,63.75
1172,LAS VERTIENTES Y OTROS,GORBEA,-39.193375,-72.725953,BAJO,410.57
1173,PARCELA 46 EL ESCUDO,LAUTARO,-38.564325,-72.117726,MEDIO,17.57
1174,LOS MIMBRES,LAUTARO,-38.522567,-72.227597,MEDIO,50.01
1175,LA TRUPA I,CHOLCHOL,-38.495158,-72.964379,ALTO,42.21
1176,EL DONGUIL,GORBEA,-39.26715,-72.559891,BAJO,50.88
1177,SANTA EUFEMIA Y OTRO,GORBEA,-39.226303,-72.720196,BAJO,207.93
1178,SANTA AURELIA,LAUTARO,-38.52259,-72.611873,BAJO,440.13
1179,SAN ANTONIO DE LAUTARO,LAUTARO,-38.529811,-72.115811,MEDIO,111.26
1180,LA ESQUELA,GORBEA,-39.202685,-72.810136,BAJO,95.49
1181,SANTA TERESA,VILCUN,-38.774301,-72.083365,MEDIO,1431.72
1182,EL PICADERO Y OTRO,CHOLCHOL,-38.592352,-72.994912,ALTO,102.05
1183,LOS NOTROS Y OTRO,VILCUN,-38.820684,-72.139176,MEDIO,653.79
1184,EL TREINTA Y DOS,CUNCO,-38.913689,-72.06068,MEDIO,94.67
1185,LOS CANELOS I Y II,NUEVA IMPERIAL,-38.628701,-73.045953,BAJO,294.57
1186,EL PORVENIR,GORBEA,-39.251278,-72.796122,BAJO,54.24
1187,EL LEON,CUNCO,-38.905799,-72.048931,MEDIO,190.7
1188,EL TESORO Y OTROS,NUEVA IMPERIAL,-38.489837,-72.98131,ALTO,479.05
1189,SAN ORLANDO,GORBEA,-39.206778,-72.731581,BAJO,40.38
1190,BUENA VISTA,PITRUFQUEN,-39.117596,-72.942315,BAJO,37.3
1191,SAN FERNANDO IV,PITRUFQUEN,-39.124845,-72.946367,BAJO,14.41
1192,PARCELA 17 SARA MALLECO,ERCILLA,-38.144412,-72.148409,ALTO,117.77
1193,LA ESTAFA,VICTORIA,-38.393084,-72.234514,MEDIO,121.58
1194,PARCELA 11 SARA MALLECO,ERCILLA,-38.140521,-72.166518,ALTO,29.79
1195,PARCELA 1 LA AURORA,VICTORIA,-38.192906,-72.102566,ALTO,38.27
1196,PARCELA 10 LA FORTUNA,ERCILLA,-38.098569,-72.216222,ALTO,40.41
1197,PARCELA 1 EL CARMEN,VICTORIA,-38.18169,-72.22973,ALTO,32.18
1198,LAS HORTENSIAS,VICTORIA,-38.355812,-72.081356,MEDIO,37.71
1199,HIJUELA 8 NIRECO,VICTORIA,-38.395106,-72.188665,MEDIO,4.92
1200,PARCELA 3 EL ROSARIO 4,VICTORIA,-38.367638,-72.157911,MEDIO,44.02
1201,PARCELAS LA AURORA,VICTORIA,-38.197211,-72.104321,ALTO,82.54
1202,LA SELVA II,VICTORIA,-38.199914,-72.288798,ALTO,109.38
1203,CAMPUSANO,VICTORIA,-38.372244,-72.08611,MEDIO,172.56
1204,EL MANZANO Y OTROS,CURACAUTIN,-38.40555,-71.966305,MEDIO,318.3
1205,MANZANACO,VICTORIA,-38.290282,-72.40964,MEDIO,128.37
1206,HIJUELA 1 DEL FUNDO COLO,VICTORIA,-38.217121,-72.174779,ALTO,145.3
1207,SANTA ISABEL O LAS CASAS DEL COLO,VICTORIA,-38.2107,-72.202133,ALTO,748.28
1208,SAN AGUSTIN,CURACAUTIN,-38.333932,-71.931144,MEDIO,220.05
1209,SANTA RAQUEL 1,ERCILLA,-38.111733,-72.255289,ALTO,22.94
1210,SANTA RAQUEL 2,ERCILLA,-38.105131,-72.253737,ALTO,47.67
1211,LA CRUZADA,ERCILLA,-38.075923,-72.347725,ALTO,66.45
1212,SANTA CLARA 2,VICTORIA,-38.197655,-72.505831,MEDIO,39.73
1213,SANTA CLARA 3,VICTORIA,-38.197655,-72.505831,MEDIO,72.51
1214,BY PASS PIDIMA,ERCILLA,-38.017092,-72.421714,MEDIO,0.53
1215,LA MONTAÑA LOTE 2 USUFRUCTO,VICTORIA,-38.29719,-72.228595,MEDIO,47.51
1216,HIJUELA B LIMACHE,ANGOL,-37.749629,-72.69802,BAJO,63.83
1217,HIJUELA 4 LOS GUINDOS,ANGOL,-37.646318,-72.705614,BAJO,82.32
1218,LOS GALPONES,ANGOL,-37.65223,-73.007247,BAJO,152.4
1219,HIJUELA 5 LA VINA,RENAICO,-37.639693,-72.698036,BAJO,77.89
1220,PARCELA 44 MAITENREHUE,ANGOL,-37.687488,-72.859554,BAJO,142.82
1221,PARCELA 10 MAITENREHUE,ANGOL,-37.693301,-72.799282,BAJO,47.97
1222,LA ESPERANZA 2,ANGOL,-37.667454,-72.970427,BAJO,97.12
1223,CURACAVI,ANGOL,-37.714285,-72.700595,BAJO,56.69
1224,LAS RATONERAS,ANGOL,-37.60368,-72.791609,BAJO,224.86
1225,SITIOS ANGOL,ANGOL,-37.811586,-72.70576,MEDIO,7.52
1226,SAN FRANCISCO - STA BEATRIZ,ANGOL,-37.87423,-72.689258,MEDIO,63.46
1227,EL MANZANO (CAUTIN),LOS SAUCES,-37.932432,-72.64882,MEDIO,22.94
1228,LOS TILOS (CAUTIN),LOS SAUCES,-38.1177,-72.662543,MEDIO,72.38
1229,CHOQUE CHOQUE,LOS SAUCES,-38.084748,-72.676726,MEDIO,202.74
1230,PC-15 LT-A LOS ALAMOS,ANGOL,-37.882196,-72.635889,MEDIO,34.97
1231,EL MANZANO 2 (CAUTIN),LOS SAUCES,-37.912837,-72.644688,MEDIO,64.8
1232,CARACOLES LT-B,LOS SAUCES,-38.003078,-72.905863,BAJO,65.69
1233,LT-2 FUNDO LAS TOSCAS,LOS SAUCES,-38.09997,-72.831822,BAJO,138.69
1234,CHOQUE CHOQUE LT-B,LOS SAUCES,-38.094155,-72.684657,MEDIO,54.29
1235,LA ANTENA,LOS SAUCES,-37.936312,-72.834551,MEDIO,41.87
1236,CARACOLES LT-C,LOS SAUCES,-37.999885,-72.900145,BAJO,63.58
1237,LAS BANDURRIAS (CAUTIN),LOS SAUCES,-38.087566,-72.823833,BAJO,51.83
1238,PC-7 SABOYA - SAN FELIPE,LOS SAUCES,-38.017522,-72.788751,BAJO,1.38
1239,GUADABA ALTO,LOS SAUCES,-37.955561,-72.926503,BAJO,1.3
1240,LT-A SAN PATRICIO,LOS SAUCES,-38.118315,-72.857368,BAJO,11.72
1241,LAS PIRCAS (CAUTIN),ANGOL,-37.720051,-72.761076,BAJO,1.09
1242,EL ALAMO PC-1,LOS SAUCES,-38.004478,-72.820018,BAJO,0.58
1243,PC-17 SABOYA,LOS SAUCES,-38.020691,-72.827444,BAJO,106.76
1244,SANTA MARTA (CAUTIN),LOS SAUCES,-37.956357,-72.659515,MEDIO,0.6
1245,SANTA CLARA (CAUTIN),LOS SAUCES,-37.947339,-72.984182,BAJO,1.54
1246,EL PILLÁN,LOS SAUCES,-38.022871,-72.759395,MEDIO,0.29
1247,MAITENREHUE (CAUTIN),ANGOL,-37.666612,-72.777668,BAJO,0.27
1248,SANTA MARÍA,LOS SAUCES,-37.920162,-72.691009,MEDIO,0.9
1249,MONACO LT-A2A3,ANGOL,-37.830178,-72.676575,MEDIO,36.07
1250,LT-A PC-N┬║ 7 COLONIA SABOYA,LOS SAUCES,-38.024271,-72.80352,BAJO,1.93
1251,SAN FELIPE LT-B,LOS SAUCES,-38.031562,-72.798457,BAJO,1.04
1252,LA SUERTE_(LOS SAUCES),LOS SAUCES,-37.947675,-72.988491,BAJO,12.86
1253,SANTA SOFÍA,LOS SAUCES,-37.953346,-72.981819,BAJO,4.96
1254,SANTA BENITA,LOS SAUCES,-37.949185,-72.980204,BAJO,4.23
1255,CHOQUE CHOQUE PC-A LT-A,LOS SAUCES,-38.087108,-72.687861,MEDIO,11.55
1256,SANTA MARINA (BC),LOS SAUCES,-37.923864,-72.661905,MEDIO,80.52
1257,RETAZO SANTA MARINA,LOS SAUCES,-37.922433,-72.669465,MEDIO,18.07
1258,POCO A POCO Y PALO BOTADO,CONTULMO,-38.007098,-73.196002,BAJO,365.31
1259,ESPERANZA,CANETE,-37.757716,-73.206603,MEDIO,868.7
1260,SANTA CLARISA,CANETE,-37.754385,-73.240605,MEDIO,397.33
1261,HIJUELA 3-4-5 CAYCUPIL,CANETE,-37.758241,-73.173867,MEDIO,1941.96
1262,EL DESCANSO HIJUELAS 12 Y 13,CANETE,-37.778393,-73.154282,MEDIO,212.41
1263,HIJUELA 6 EL DESCANSO LOTE 1,CANETE,-37.769603,-73.174441,MEDIO,23.6
1264,SITIOS A Y B EX-ESTACION PELECO,CANETE,-37.873975,-73.37814,BAJO,1.2
1265,COIHUERIA,PUREN,-37.958977,-73.114046,BAJO,240.81
1266,EL DESCANSO I,CANETE,-37.792898,-73.194235,MEDIO,173.02
1267,SAN DANIEL,GORBEA,-39.216436,-72.758906,BAJO,6.07
1268,LAS DELICIAS Y OTROS,GORBEA,-39.145892,-72.732784,BAJO,180.25
1269,NAVIDAD,GORBEA,-39.141965,-72.708517,BAJO,139.08
1270,SANTA ELISA,PITRUFQUEN,-39.121234,-72.950661,BAJO,41.36
1271,SAN FERNANDO III,PITRUFQUEN,-39.119875,-72.937135,BAJO,48.69
1272,SAN MANUEL,CHOLCHOL,-38.588286,-72.997652,ALTO,28.81
1273,RIO NEGRO,CUNCO,-38.8634,-71.890919,MEDIO,340.08
1274,LA ESPERANZA Y OTROS,CHOLCHOL,-38.513326,-72.947074,ALTO,411.5
1275,VILLA GARCIA,CUNCO,-38.898267,-71.945,MEDIO,120.98
1276,NAHUELCURA Y OTROS,CUNCO,-38.892418,-71.96768,MEDIO,302.42
1277,LOS LIRIOS,CHOLCHOL,-38.613394,-73.001358,BAJO,138.24
1278,NAHUELCURA LOTE C,CUNCO,-38.893796,-71.963423,MEDIO,50.09
1279,COVADONGA,CUNCO,-38.881802,-71.903696,MEDIO,384.03
1280,MANTAHUE Y OTROS,GORBEA,-39.203429,-72.789582,BAJO,247.05
1281,SAN MANUEL,CHOLCHOL,-38.617066,-73.008347,BAJO,15.1
1282,LA JUNTA LOTE A,CUNCO,-38.852052,-72.205868,MEDIO,2.19
1283,LA JUNTURA,CUNCO,-38.847171,-72.199044,MEDIO,13.96
1284,PARCELA 15 MANTAHUE,GORBEA,-39.212827,-72.811861,BAJO,48.87
1285,SANTA EMA NORTE,LAUTARO,-38.634226,-72.54032,BAJO,23.58
1286,PARCELAS EL ESCUDO,LAUTARO,-38.569548,-72.124125,MEDIO,111.59
1287,EL RECODO Y OTRO,CUNCO,-38.853761,-72.201386,MEDIO,39.76
1288,QUINTA ELENA Y OTROS,GORBEA,-39.251469,-72.720532,BAJO,238.46
1289,HIJUELA 2 LOS NOTROS,VILCUN,-38.807532,-72.177591,MEDIO,56.32
1290,SANTA ELENA,FREIRE,-39.01039,-72.89298,MEDIO,310.79
1291,LAS PRADERAS II,GORBEA,-39.17166,-72.72219,BAJO,17.86
1292,EL RETIRO I LOTE A,GORBEA,-39.14771,-72.800873,BAJO,31.71
1293,PARCELAS COIPUE,FREIRE,-39.065314,-72.384792,BAJO,427.02
1294,LAS MERCEDES Y OTRO,VILCUN,-38.735465,-72.060327,MEDIO,90.84
1295,SAN ENRIQUE,CHOLCHOL,-38.540349,-72.955563,ALTO,24.39
1296,PARCELA 21 CUNCO,CUNCO,-38.943024,-72.014467,MEDIO,48.47
1297,LOS LLEUQUES,CUNCO,-38.92677,-72.074851,MEDIO,106.71
1298,LOS CASTANOS-SANTA JULIA,CUNCO,-38.891743,-72.071253,MEDIO,257.1
1299,LOS PIDENCO,LONCOCHE,-39.264534,-72.810206,BAJO,194.5
1300,LA SOMBRA III,GORBEA,-39.155427,-72.744724,BAJO,14.25
1301,PARCELA 8 MAHUIDANCHE,PITRUFQUEN,-39.114708,-72.921883,BAJO,43.65
1302,SANTA ROSA Y OTROS,GORBEA,-39.265009,-72.593663,BAJO,45.2
1303,EL CANELO Y OTROS,CUNCO,-38.928885,-71.968158,MEDIO,216.56
1304,LOS HUALVES Y OTRO,LAUTARO,-38.44869,-72.178393,MEDIO,104.73
1305,PORVENIR IV,GORBEA,-39.183272,-72.802005,BAJO,79.67
1306,EL RECTANGULO Y OTROS,GORBEA,-39.189418,-72.708004,BAJO,155.02
1307,SANTA ROSA I,GORBEA,-39.216517,-72.699449,BAJO,36.26
1308,SANTA ELDA,CHOLCHOL,-38.617338,-72.999557,BAJO,16.24
1309,SANTA ROSA II,GORBEA,-39.214733,-72.702845,BAJO,35.83
1310,SAN HECTOR,GORBEA,-39.20039,-72.721839,BAJO,53.16
1311,PARCELAS BRASIL,VILCUN,-38.595435,-72.280815,MEDIO,306.62
1312,LOLENCO III,FREIRE,-38.975764,-72.688099,MEDIO,276.46
1313,SAN PEDRO I,CUNCO,-38.845677,-72.207064,MEDIO,45.86
1314,PARC. 38 EL ESCUDO,LAUTARO,-38.578217,-72.131273,MEDIO,34.69
1315,LOS CASTANOS I Y II,CUNCO,-38.90012,-72.068481,MEDIO,19.45
1316,SANTA EDITA,PITRUFQUEN,-39.129103,-72.969573,BAJO,31.97
1317,EL MIRADOR IV,LAUTARO,-38.524946,-72.03579,MEDIO,487.62
1318,LA ENVIDIA LOTE A Y OTRO,TEMUCO,-38.651374,-72.571495,BAJO,438.39
1319,QUINQUILCO,PITRUFQUEN,-39.051444,-72.576972,BAJO,52.79
1320,SANTA ANA,VILCUN,-38.714616,-72.110901,MEDIO,37.3
1321,SAN ISIDRO LOTE A Y OTRO,GORBEA,-39.159613,-72.731012,BAJO,103.08
1322,RINCONADA GRANDE,LAUTARO,-38.443907,-72.170035,MEDIO,67.04
1323,RUCALHUE LOTE B,LOS LAGOS,-39.984966,-72.399522,BAJO,61.55
1324,CABALLO DE PALO Y OTROS,CURANILAHUE,-37.543177,-73.074349,BAJO,715.59
1325,EL PEUMO,SANTA BARBARA,-37.608795,-72.093043,BAJO,323.56
1326,CASAS DE DAÑICALQUI Y OTROS,QUILACO,-37.795006,-71.964053,BAJO,0.8
1327,CHAIMAVIDA LOTE 2 B2,CAUQUENES,-35.950573,-72.152196,BAJO,166.44
1328,LOS ULMOS (V),PAILLACO,-40.03942,-73.096661,BAJO,0.62
